title,description,published,link,media,text,topic
우원식 “개헌 국민투표”에... 친명 “내란 뿌리뽑는게 우선”,우원식 국회 의장 특별 담화 통하 개헌 제안 대하 더불어민주당 부정 반응 잇따르 나오 개헌 필요 공감 지금 내란 종식 라는,"Sun, 06 Apr 2025 07:45:11 +0000",https://www.chosun.com/politics/assembly/2025/04/06/WI7GBGAAG5DJ5IDZLUIBGI5QW4/,조선닷컴,우원식 “개헌 국민투표”에... 친명 “내란 뿌리뽑는게 우선” 우원식 국회 의장 특별 담화 통하 개헌 제안 대하 더불어민주당 부정 반응 잇따르 나오 개헌 필요 공감 지금 내란 종식 라는,4
우원식 “이번 대선 때 개헌 국민투표도 함께 하자”,우원식 국회 의장 이제 신속 개헌 추진 자는 제안 고자 ㄴ다며 대통령 선거일 개헌 국민 투표 동시 시행 제안 ㄴ다고 의장 이날 국회 특별 담화 위헌 불법 비상계엄 탄핵 정국 거치 면서 보다 개헌 시급성 대하 국민 공감대 다며 밝히 개헌 지나 개월 극심하 갈등 혼란 국민 고초 대한민국 전환 기회 바꾸 자는 시대 요구 라며 비상계엄 헌법 잘못 기회 헌법 보완 구조 방벽 세우 어야 ㄴ다고 의장 민주주의 지탱 견제 균형 원리 헌법 통하 작동 만들 핵심 라며 승자 독식 위험 제거 국민 주권 위하 권력 분산 국민 통합 위하 협치 협력 실효 제도 라고 의장 변화 사회상 국민 요구 담아내 시급하 87 개헌 38 상전 벽해 변화 다며 헌법 제때 손보 못하 현실 헌법 분리 병리 현상 벌어지 다고,"Sun, 06 Apr 2025 04:30:55 +0000",https://www.chosun.com/politics/assembly/2025/04/06/L6DEWDU3ANBYDJEOQUY3T2E5EM/,조선닷컴,우원식 “이번 대선 때 개헌 국민투표도 함께 하자” 우원식 국회 의장 이제 신속 개헌 추진 자는 제안 고자 ㄴ다며 대통령 선거일 개헌 국민 투표 동시 시행 제안 ㄴ다고 의장 이날 국회 특별 담화 위헌 불법 비상계엄 탄핵 정국 거치 면서 보다 개헌 시급성 대하 국민 공감대 다며 밝히 개헌 지나 개월 극심하 갈등 혼란 국민 고초 대한민국 전환 기회 바꾸 자는 시대 요구 라며 비상계엄 헌법 잘못 기회 헌법 보완 구조 방벽 세우 어야 ㄴ다고 의장 민주주의 지탱 견제 균형 원리 헌법 통하 작동 만들 핵심 라며 승자 독식 위험 제거 국민 주권 위하 권력 분산 국민 통합 위하 협치 협력 실효 제도 라고 의장 변화 사회상 국민 요구 담아내 시급하 87 개헌 38 상전 벽해 변화 다며 헌법 제때 손보 못하 현실 헌법 분리 병리 현상 벌어지 다고,4
"우원식, 대선-개헌 동시투표 제안 철회…“대선후 논의하자”",우원식 국회 의장 상황 대선 동시 투표 개헌 사실 어렵 다며 개헌 논의 대선 이후 미루 치르 21 대통령 선거일 개헌 위하 국민 투표 동시 시행 자고 제안 으나 사흘 입장 철회 의장 이날 페이스북 안정 개헌 논의 상황 라며 전하 비상계엄 단죄 당력 모으 더불어민주당조국혁신당진보당 개헌 논의 보다 정국 수습 라는 입장 밝히 국민 주장 개헌 국회 권한 축소 방향 라면 사실 합의 가능 다고 설명 한덕수 대통령 권한 대행 국무총리 대통령 헌법 재판관 지명 정국 혼란 빠뜨리 다는 이유 거론 의장 긴급 기자 회견 대통령 선거일 개헌 위하 국민 투표 동시 시행 자며 가장 어렵 권력 구조 개편 기회 자는 라고 제안 현행 단임 대통령 대하 개편안,"Wed, 09 Apr 2025 11:53:00 +0900",https://www.donga.com/news/Politics/article/all/20250409/131378339/1,동아닷컴,"우원식, 대선-개헌 동시투표 제안 철회…“대선후 논의하자” 우원식 국회 의장 상황 대선 동시 투표 개헌 사실 어렵 다며 개헌 논의 대선 이후 미루 치르 21 대통령 선거일 개헌 위하 국민 투표 동시 시행 자고 제안 으나 사흘 입장 철회 의장 이날 페이스북 안정 개헌 논의 상황 라며 전하 비상계엄 단죄 당력 모으 더불어민주당조국혁신당진보당 개헌 논의 보다 정국 수습 라는 입장 밝히 국민 주장 개헌 국회 권한 축소 방향 라면 사실 합의 가능 다고 설명 한덕수 대통령 권한 대행 국무총리 대통령 헌법 재판관 지명 정국 혼란 빠뜨리 다는 이유 거론 의장 긴급 기자 회견 대통령 선거일 개헌 위하 국민 투표 동시 시행 자며 가장 어렵 권력 구조 개편 기회 자는 라고 제안 현행 단임 대통령 대하 개편안",4
‘친명 좌장’ 정성호 “개헌 동시투표? 국힘 전략 말려드는 것” [황형준의 법정모독],명친 이재명 좌장 정성호 더불어민주당 의원 우원식 국회 의장 대선 개헌 국민 투표 동시 진행 제안 대하 국민 전략 말려들 ㄹ까 우려 ㄴ다며 부정 의견 내놓 의원 동아일보 유튜브 출연 우원식 국회 의장 대선 개헌 국민 투표 동시 시행 제안 대하 어떻 느냐는 질문 개헌안 만들 특위 구성 는데 지체 국민 무조건 이재명 대표 라며 국민 전략 말려들 ㄴ가 우려 ㄴ다고 설명 물리 가능 합의 사항 통과 시키 자고 는데 합의 사항 구체 조문 가능 ㄴ지 가능 다고 ㄴ다고 조국혁신당 제안 대선 오픈 프라이머리 대하 아서 물리 참여 굉장히 자칫 오염 가능 다고 얘기 다고 이재명 대표 대선 출마 관련 아서,"Wed, 09 Apr 2025 06:30:00 +0900",https://www.donga.com/news/Politics/article/all/20250408/131374815/1,동아닷컴,‘친명 좌장’ 정성호 “개헌 동시투표? 국힘 전략 말려드는 것” [황형준의 법정모독] 명친 이재명 좌장 정성호 더불어민주당 의원 우원식 국회 의장 대선 개헌 국민 투표 동시 진행 제안 대하 국민 전략 말려들 ㄹ까 우려 ㄴ다며 부정 의견 내놓 의원 동아일보 유튜브 출연 우원식 국회 의장 대선 개헌 국민 투표 동시 시행 제안 대하 어떻 느냐는 질문 개헌안 만들 특위 구성 는데 지체 국민 무조건 이재명 대표 라며 국민 전략 말려들 ㄴ가 우려 ㄴ다고 설명 물리 가능 합의 사항 통과 시키 자고 는데 합의 사항 구체 조문 가능 ㄴ지 가능 다고 ㄴ다고 조국혁신당 제안 대선 오픈 프라이머리 대하 아서 물리 참여 굉장히 자칫 오염 가능 다고 얘기 다고 이재명 대표 대선 출마 관련 아서,4
"李, 개헌론 선긋기에… 우원식 “대선 뒤 논의” 철회 [6·3 장미대선 레이스]",상황 대선 동시 투표 개헌 사실 어렵 다고 판단 ㅂ니다 우원식 국회 의장 조기 대선 개헌 국민 투표 동시 실시 자고 제안 불과 사흘 개헌 제안 사실 철회 의장 입장 통하 국민 공감대 기초 정당 합의 대선 이후 본격 논의 자면서 대선 개헌 동시 투표 입장 이날,"Wed,9 Apr 2025 18:30:00 +0900",https://www.segye.com/newsView/20250409517280,세계일보,"李, 개헌론 선긋기에… 우원식 “대선 뒤 논의” 철회 [6·3 장미대선 레이스] 상황 대선 동시 투표 개헌 사실 어렵 다고 판단 ㅂ니다 우원식 국회 의장 조기 대선 개헌 국민 투표 동시 실시 자고 제안 불과 사흘 개헌 제안 사실 철회 의장 입장 통하 국민 공감대 기초 정당 합의 대선 이후 본격 논의 자면서 대선 개헌 동시 투표 입장 이날",4
"""대선·개헌 동시투표 어렵다"" 우원식, 사흘 만에 제안 철회",우원식 국회 의장 국민 공감대 기초 정당 합의 대선 이후 본격 논의 자며 기존 제안 거둬들이 지나 제안 대선 개헌 동시 투표 구상,"Wed, 09 Apr 2025 17:57:52 +09:00",https://www.mk.co.kr/news/politics/11287292,매일경제,"""대선·개헌 동시투표 어렵다"" 우원식, 사흘 만에 제안 철회 우원식 국회 의장 국민 공감대 기초 정당 합의 대선 이후 본격 논의 자며 기존 제안 거둬들이 지나 제안 대선 개헌 동시 투표 구상",4
"권영세 “민주, 우원식도 못버틴 1인독재당…국민과 개헌 추진”",권영세 국민 비상 대책 위원장 우원식 국회 의장 대선 개헌 동시 투표 제안 철회 관련 의장 제안 거부 이재명 더불어민주당 대표 향하 국민 약속,"Wed, 09 Apr 2025 17:07:07 +09:00",https://www.mk.co.kr/news/politics/11287131,매일경제,"권영세 “민주, 우원식도 못버틴 1인독재당…국민과 개헌 추진” 권영세 국민 비상 대책 위원장 우원식 국회 의장 대선 개헌 동시 투표 제안 철회 관련 의장 제안 거부 이재명 더불어민주당 대표 향하 국민 약속",4
우원식 “대선·개헌 동시투표 어려워…선거 후 논의하자”,대선 개헌 동시 투표 철회 우원식 국회 의장 상황 대통령 선거 동시 투표 개헌 사실 어렵 다고 판단 ㄴ다며 국민 공감대 기초 정당 합의 대선 이후,"Wed, 09 Apr 2025 15:40:34 +09:00",https://www.mk.co.kr/news/politics/11286996,매일경제,우원식 “대선·개헌 동시투표 어려워…선거 후 논의하자” 대선 개헌 동시 투표 철회 우원식 국회 의장 상황 대통령 선거 동시 투표 개헌 사실 어렵 다고 판단 ㄴ다며 국민 공감대 기초 정당 합의 대선 이후,4
"우상호 “우원식·이재명, 일정한 형태의 개헌 공감 이뤘지만 당과 공유 안돼”",우상호 더불어민주당 의원 우원식 국회 의장 이재명 대표 개헌 대하 일정 형태 공감 이루 대표 공유 다고 밝히 의원 지나,"Wed, 09 Apr 2025 09:19:00 +09:00",https://www.mk.co.kr/news/politics/11286540,매일경제,"우상호 “우원식·이재명, 일정한 형태의 개헌 공감 이뤘지만 당과 공유 안돼” 우상호 더불어민주당 의원 우원식 국회 의장 이재명 대표 개헌 대하 일정 형태 공감 이루 대표 공유 다고 밝히 의원 지나",4
우원식 ‘대선·개헌 동시투표’ 철회,이재명민주당 강력 반발 한덕수 재판관 지명 영향 우원식 국회 의장 사진 제안 대선 개헌 동시 투표 추진 철회 의장 성명 상황 대선 동시 투표 개헌 사실 어렵 다며 밝히 위헌 불법 비상계엄 단죄 당력 모으 더불어민주당 조국혁신당 진보당 개헌 논의 보다 정국 수습,2025-04-09T20:43:00+09:00,https://www.khan.co.kr/article/202504092043005/?utm_source=khan_rss&utm_medium=rss&utm_campaign=politic_news,경향닷컴,우원식 ‘대선·개헌 동시투표’ 철회 이재명민주당 강력 반발 한덕수 재판관 지명 영향 우원식 국회 의장 사진 제안 대선 개헌 동시 투표 추진 철회 의장 성명 상황 대선 동시 투표 개헌 사실 어렵 다며 밝히 위헌 불법 비상계엄 단죄 당력 모으 더불어민주당 조국혁신당 진보당 개헌 논의 보다 정국 수습,4
"우원식, ‘대선 동시투표 개헌론’ 사흘 만에 철회",우원식 국회 의장 지나 국회 사랑재 개헌 특별 담화 박민규 선임 기자 우원식 국회 의장 제안 대선 개헌 동시 투표 추진 철회 대선 유력 주자 이재명 더불어민주당 대표 권력 구조 개편 개헌 미온 한덕수 대통령 권한 대행 국무총리 헌법 재판관 후보자 지명 정국 혼란 빠지 현실 감안,2025-04-09T16:22:00+09:00,https://www.khan.co.kr/article/202504091622001/?utm_source=khan_rss&utm_medium=rss&utm_campaign=politic_news,경향닷컴,"우원식, ‘대선 동시투표 개헌론’ 사흘 만에 철회 우원식 국회 의장 지나 국회 사랑재 개헌 특별 담화 박민규 선임 기자 우원식 국회 의장 제안 대선 개헌 동시 투표 추진 철회 대선 유력 주자 이재명 더불어민주당 대표 권력 구조 개편 개헌 미온 한덕수 대통령 권한 대행 국무총리 헌법 재판관 후보자 지명 정국 혼란 빠지 현실 감안",4
"[점선면]개헌 논의, ‘응원봉’을 잊지 마",지난해 12 14 서울 여의도 국회 열리 국민 촛불 행진 참석 시민 응원봉 윤석열 대통령 탄핵 소추 가결 기뻐하 정효진 기자 대선 앞두 개헌 논쟁 개헌 필요 공감 시점 주요 이슈 ㅂ니다 대선 개헌 국민 투표 자는 주장 나오 거든 오늘 점선면 개헌 논쟁 대하,2025-04-09T10:00:00+09:00,https://www.khan.co.kr/article/202504091000001/?utm_source=khan_rss&utm_medium=rss&utm_campaign=politic_news,경향닷컴,"[점선면]개헌 논의, ‘응원봉’을 잊지 마 지난해 12 14 서울 여의도 국회 열리 국민 촛불 행진 참석 시민 응원봉 윤석열 대통령 탄핵 소추 가결 기뻐하 정효진 기자 대선 앞두 개헌 논쟁 개헌 필요 공감 시점 주요 이슈 ㅂ니다 대선 개헌 국민 투표 자는 주장 나오 거든 오늘 점선면 개헌 논쟁 대하",4
'개헌·대선 동시투표' 포기한 우원식,,"Wed, 09 Apr 2025 17:43:14 +0900",https://www.hankyung.com/article/2025040914221,한국경제,'개헌·대선 동시투표' 포기한 우원식 ,4
"""1인독재 민주당의 현실"" 권영세, 우원식 개헌 제안 철회 비판",,"Wed, 09 Apr 2025 15:22:46 +0900",https://www.hankyung.com/article/2025040908057,한국경제,"""1인독재 민주당의 현실"" 권영세, 우원식 개헌 제안 철회 비판 ",4
"우원식, 대선·개헌 동시투표론 사흘만 철회…""대선 후 논의"" [종합]",,"Wed, 09 Apr 2025 12:26:38 +0900",https://www.hankyung.com/article/2025040903627,한국경제,"우원식, 대선·개헌 동시투표론 사흘만 철회…""대선 후 논의"" [종합] ",4
"[속보] 우원식 ""대선 동시투표 개헌 어려워져…대선 후 논의하자""",,"Wed, 09 Apr 2025 11:47:04 +0900",https://www.hankyung.com/article/2025040902727,한국경제,"[속보] 우원식 ""대선 동시투표 개헌 어려워져…대선 후 논의하자"" ",4
"우원식 '개헌 동시투표' 철회…국힘 ""1인 독재 정당 현실""",대통령 선거 개헌 위하 국민 투표 자고 았었 우원식 국회 의장 문제 대선 이후 논의 자고 오늘 사흘 제안 사실 철회 ㅂ니다,"Wed, 9 Apr 2025 20:32:00 +0900",https://news.sbs.co.kr/news/endPage.do?news_id=N1008056590&plink=RSSLINK&cooper=RSSREADER,SBS,"우원식 '개헌 동시투표' 철회…국힘 ""1인 독재 정당 현실"" 대통령 선거 개헌 위하 국민 투표 자고 았었 우원식 국회 의장 문제 대선 이후 논의 자고 오늘 사흘 제안 사실 철회 ㅂ니다",4
"""한덕수 때문에""… 우원식, 사흘 만에 '개헌 투표 구상' 철회 [스프]",오늘 놓치 이슈 퇴근길 이브닝 브리핑 대통령 선거일 개헌 국민 투표 동시 시행 제안 ㅂ니다 대선 이후 본격 논의 ㅂ시다 개헌 대선 동시 투표 제안 우원식 국회 의장 사흘 제안 철회 한덕수 대통령 권한 대행 대통령 헌법 재판관 지명 면서 개헌 논의 상황 라고 판단 ㅂ니다 국회 나오 이완규 권한 대행 결정 존중 논란 중심 이완규 법제처장 국회 법사위 전체 회의 출석 민주당 의원 내란 동조 세력 라며 처장 헌법 재판관 후보 사퇴 요구 박지원 의원 파면 당하 윤석열 대통령 측근 면서 최소한 법조인 헌재 망치 금명 결단 바라 ㄴ다면서 처장 압박 처장 대행 결정 존중 따름 라며 사퇴 거부 9654 이완규 법제처장 권한 대행 께서 결정 존중 따름 ㅂ니다 9655 박지원 의원 헌법 재판소 망치 결단 바라 ㅂ니다,"Wed, 9 Apr 2025 18:13:00 +0900",https://news.sbs.co.kr/news/endPage.do?news_id=N1008055635&plink=RSSLINK&cooper=RSSREADER,SBS,"""한덕수 때문에""… 우원식, 사흘 만에 '개헌 투표 구상' 철회 [스프] 오늘 놓치 이슈 퇴근길 이브닝 브리핑 대통령 선거일 개헌 국민 투표 동시 시행 제안 ㅂ니다 대선 이후 본격 논의 ㅂ시다 개헌 대선 동시 투표 제안 우원식 국회 의장 사흘 제안 철회 한덕수 대통령 권한 대행 대통령 헌법 재판관 지명 면서 개헌 논의 상황 라고 판단 ㅂ니다 국회 나오 이완규 권한 대행 결정 존중 논란 중심 이완규 법제처장 국회 법사위 전체 회의 출석 민주당 의원 내란 동조 세력 라며 처장 헌법 재판관 후보 사퇴 요구 박지원 의원 파면 당하 윤석열 대통령 측근 면서 최소한 법조인 헌재 망치 금명 결단 바라 ㄴ다면서 처장 압박 처장 대행 결정 존중 따름 라며 사퇴 거부 9654 이완규 법제처장 권한 대행 께서 결정 존중 따름 ㅂ니다 9655 박지원 의원 헌법 재판소 망치 결단 바라 ㅂ니다",4
"우의장, 대선·개헌 동시투표 제안 철회…""대선 후 논의""",우원식 의장 제안 동시 투표 난관 봉착 우원식 국회 의장 오늘 지나 제안 대선 개헌 동시 투표,"Wed, 9 Apr 2025 15:48:00 +0900",https://news.sbs.co.kr/news/endPage.do?news_id=N1008056285&plink=RSSLINK&cooper=RSSREADER,SBS,"우의장, 대선·개헌 동시투표 제안 철회…""대선 후 논의"" 우원식 의장 제안 동시 투표 난관 봉착 우원식 국회 의장 오늘 지나 제안 대선 개헌 동시 투표",4
"우원식 '개헌 동시투표' 철회…국힘 ""1인 독재 정당 현실""",대통령 선거 개헌 위하 국민 투표 자고 았었 우원식 국회 의장 문제 대선 이후 논의 자고 오늘 사흘 제안 사실 철회 ㅂ니다,"Wed, 9 Apr 2025 20:32:00 +0900",https://news.sbs.co.kr/news/endPage.do?news_id=N1008056590&plink=RSSLINK&cooper=RSSREADER,SBS,"우원식 '개헌 동시투표' 철회…국힘 ""1인 독재 정당 현실"" 대통령 선거 개헌 위하 국민 투표 자고 았었 우원식 국회 의장 문제 대선 이후 논의 자고 오늘 사흘 제안 사실 철회 ㅂ니다",4
"""한덕수 때문에""… 우원식, 사흘 만에 '개헌 투표 구상' 철회 [스프]",오늘 놓치 이슈 퇴근길 이브닝 브리핑 대통령 선거일 개헌 국민 투표 동시 시행 제안 ㅂ니다 대선 이후 본격 논의 ㅂ시다 개헌 대선 동시 투표 제안 우원식 국회 의장 사흘 제안 철회 한덕수 대통령 권한 대행 대통령 헌법 재판관 지명 면서 개헌 논의 상황 라고 판단 ㅂ니다 국회 나오 이완규 권한 대행 결정 존중 논란 중심 이완규 법제처장 국회 법사위 전체 회의 출석 민주당 의원 내란 동조 세력 라며 처장 헌법 재판관 후보 사퇴 요구 박지원 의원 파면 당하 윤석열 대통령 측근 면서 최소한 법조인 헌재 망치 금명 결단 바라 ㄴ다면서 처장 압박 처장 대행 결정 존중 따름 라며 사퇴 거부 9654 이완규 법제처장 권한 대행 께서 결정 존중 따름 ㅂ니다 9655 박지원 의원 헌법 재판소 망치 결단 바라 ㅂ니다,"Wed, 9 Apr 2025 18:13:00 +0900",https://news.sbs.co.kr/news/endPage.do?news_id=N1008055635&plink=RSSLINK&cooper=RSSREADER,SBS,"""한덕수 때문에""… 우원식, 사흘 만에 '개헌 투표 구상' 철회 [스프] 오늘 놓치 이슈 퇴근길 이브닝 브리핑 대통령 선거일 개헌 국민 투표 동시 시행 제안 ㅂ니다 대선 이후 본격 논의 ㅂ시다 개헌 대선 동시 투표 제안 우원식 국회 의장 사흘 제안 철회 한덕수 대통령 권한 대행 대통령 헌법 재판관 지명 면서 개헌 논의 상황 라고 판단 ㅂ니다 국회 나오 이완규 권한 대행 결정 존중 논란 중심 이완규 법제처장 국회 법사위 전체 회의 출석 민주당 의원 내란 동조 세력 라며 처장 헌법 재판관 후보 사퇴 요구 박지원 의원 파면 당하 윤석열 대통령 측근 면서 최소한 법조인 헌재 망치 금명 결단 바라 ㄴ다면서 처장 압박 처장 대행 결정 존중 따름 라며 사퇴 거부 9654 이완규 법제처장 권한 대행 께서 결정 존중 따름 ㅂ니다 9655 박지원 의원 헌법 재판소 망치 결단 바라 ㅂ니다",4
